"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E003873","H.P.H.De Souza","33","Male","Single","No","Junior Business Analyst","Financial","2010-04-16","2011-11-17","1","22500.0","388","7668","CAT Migration","17","44.041","0","0","0","Travelling and Salary Problem","1"
"E003874","C.P.Perera","36","Female","Married","Yes","IT App Man","IT","1970-11-27","2002-07-13","32","53000.0","4105","3909","Hazard Management System","11","56.328","0","3","1","Lack of benefits","1"
"E003875","T.Wickramasinghe","37","Female","Single","Yes","System Analyst","Planning","1972-11-14","2005-08-25","33","91250.0","13973","4345","Btaf","5","30.161","2","0","3","Travelling Problem","1"
"E003876","V.Z.Senanayake","49","Female","Single","Yes","Software Architecturer","Planning","1976-01-15","1996-12-31","20","80400.0","1897","8385","Interplan","17","61.712","0","0","3","Travelling Problem","1"
"E003877","J.X.U.Viswanathan","47","Female","Single","No","IT","IT","1970-02-01","1974-11-12","4","20500.0","431","9252","Btaf","11","23.452","1","0","3","Travelling Problem","1"
"E003878","P.W.M.R.Daniel","20","Male","Single","Yes","","","1985-07-10","1999-04-20","14","0.0","0","1139","Btaf","18","17.802","1","0","5","Higher Education","1"
"E003879","C.W.Kapugedara","24","Male","Single","No","Software Engineering Intern","Software","2006-10-13","2014-01-27","8","26700.0","426","8257","Ethna","14","98.874","0","0","0","","0"
"E003880","Q.T.Q.W.B.Darwin","42","Female","Single","Yes","","","2003-09-16","2006-08-13","3","0.0","0","5807","Budget Management Centre","7","61.264","0","0","5","Travelling Problem","1"
"E003881","M.G.Viswanathan","34","Female","Single","Yes","QA Mananger","QA","1989-11-22","1994-09-02","5","82600.0","1965","3572","Trico","19","46.626","0","0","4","Travelling Problem","1"
"E003882","M.B.Jayasuriya","28","Male","Married","No","Software Engineering Intern","Software","1988-01-10","2011-08-27","23","26700.0","533","4455","Telemar","0","17.531","1","1","3","Personal Reason","1"
"E003883","P.U.Hettiarachchi","36","Female","Single","No","Junior Business Analyst","Financial","1989-07-01","2012-08-10","23","22500.0","376","10000","CAT Migration","5","65.247","2","0","4","Travelling Problem","1"
"E003884","B.Samarasinghe","32","Male","Single","No","IT","IT","1989-08-24","1997-06-10","8","20500.0","562","5989","New York Life","17","56.559","0","0","1","Left the country","1"
"E003885","L.R.F.Wickramasinghe","40","Female","Single","Yes","Senior Designer","Software","1971-02-18","1975-01-12","4","67600.0","5387","6862","Budget Management Centre","1","18.576","0","0","3","Travelling Problem","1"
"E003886","P.W.H.Kapukotuwa","31","Male","Married","No","Junior Designer","Software","1981-08-16","1984-02-25","3","30600.0","597","8383","Incident Management System","15","50.618","0","5","2","","0"
"E003887","F.M.W.Y.Sirisena","42","Female","Single","No","Junior Designer","Software","2007-06-11","2014-04-11","7","30600.0","659","3563","CAT Migration","1","83.162","1","0","3","Travelling Problem","1"
"E003888","M.U.Rajakaruna","46","Female","Single","No","Junior Business Analyst","Financial","1977-09-19","1982-09-13","5","22500.0","394","4128","Interplan","15","28.704","0","0","5","Travelling Problem","1"
"E003889","B.S.K.Perera","23","Female","Single","No","Junior Designer","Software","2006-02-05","2011-07-27","5","30600.0","467","3960","Btaf","19","34.331","1","0","3","","0"
"E003890","Q.P.Z.Arafat","30","Female","Single","No","Sales Executive","Financial","1988-10-25","2000-09-04","12","31500.0","570","3910","Incident Management System","3","58.128","0","0","3","Travelling Problem","1"
"E003891","F.N.U.F.Seram","31","Male","Single","No","IT Officer - Intern","IT","1997-06-20","1998-03-19","1","25400.0","389","2893","New York Life","13","1.522","1","0","0","","0"
"E003892","V.Y.Zoysa","36","Male","Single","No","IT Trainee","IT","1973-05-14","1981-09-23","8","20500.0","382","9326","New York Life","13","27.953","1","0","0","","0"
"E003893","N.C.Sirisena","35","Female","Married","Yes","IT Manager","IT","1981-12-08","1989-12-21","8","73500.0","11615","2244","Claim Administration System Migration","14","31.478","5","1","1","Lack of benefits","1"
"E003894","Q.Nanadasiri","44","Male","Married","Yes","Senior Business Analyst","Financial","1988-03-08","2014-01-12","26","72300.0","3213","7257","Claim Administration System Migration","19","98.029","0","2","0","","0"
"E003895","N.O.R.Kapukotuwa","28","Male","Single","No","IT Officer - Intern","IT","1992-01-15","2005-07-13","13","25400.0","399","5261","Interplan","0","92.484","0","0","1","Personal Reason","1"
"E003896","F.Q.P.U.Silva","42","Female","Married","No","Developer Intern","Software","1977-05-11","1983-01-18","6","27600.0","442","6555","Incident Management System","20","34.194","4","1","3","Lack of benefits","1"
"E003897","R.Gunarathna","20","Female","Single","No","IT Officer - Intern","IT","1975-03-13","1988-01-19","13","25400.0","368","5081","Covance","1","78.796","1","0","1","","0"
"E003898","R.L.P.K.N.Rajakaruna","25","Female","Married","Yes","Tech Lead","Software","1977-09-14","1995-06-08","18","75000.0","3754","7883","CAT Migration","16","11.295","2","2","5","Travelling Problem","1"
"E003899","Y.E.D.Silva","41","Female","Single","No","Developer Intern","Software","2000-05-16","2012-03-23","12","27600.0","513","9774","Risk Management System","18","37.607","2","0","5","Travelling Problem","1"
"E003900","Q.J.De Vaas","29","Female","Married","Yes","Senior Designer","Software","1974-12-31","1975-04-14","1","67600.0","1691","2243","CAT Migration","6","6.701","3","0","3","Lack of benefits","1"
"E003901","Y.O.U.J.Senarathna","35","Female","Single","Yes","IT Manager","IT","1975-01-27","1981-01-30","6","73500.0","8590","9327","Covance","18","85.222","0","0","5","Travelling Problem","1"
"E003902","L.C.Samarasinghe","34","Male","Married","Yes","IT App Man","IT","1996-10-14","1999-03-09","3","53000.0","4525","5368","Hazard Management System","12","82.654","1","2","3","","0"
"E003903","V.E.Silva","35","Female","Single","No","IT Officer - Intern","IT","1982-06-17","2006-01-11","24","25400.0","383","3902","Hazard Management System","15","92.633","1","0","5","Travelling Problem","1"
"E003904","R.E.W.Premasiri","43","Female","Single","No","Sales Executive","Financial","1973-05-31","2007-09-27","34","31500.0","581","6104","Telemar","4","98.505","2","0","3","Travelling Problem","1"
"E003905","Z.G.Z.P.Kapugedara","31","Female","Single","No","IT","IT","1983-09-13","1990-03-22","7","20500.0","529","8973","Incident Management System","6","48.112","1","0","4","Travelling Problem","1"
"E003906","C.S.Pathirana","33","Female","Single","No","IT Trainee","IT","1994-02-10","1999-04-23","5","20500.0","309","7877","Telemar","17","89.17","2","0","5","Travelling Problem","1"
"E003907","S.C.S.Anand","42","Female","Single","No","Junior Business Analyst","Financial","1998-04-04","2001-01-14","3","22500.0","339","7146","Interplan","20","62.572","1","0","5","Travelling Problem","1"
"E003908","O.S.R.K.Jayawardena","29","Male","Single","Yes","System Admin","IT","1977-11-07","1995-05-22","18","58700.0","4926","9609","New York Life","12","17.1","0","0","2","","0"
"E003909","R.I.D.S.Zoysa","34","Female","Married","No","Junior Designer","Software","1996-07-18","2004-01-27","8","30600.0","502","2143","CAT Migration","5","68.226","4","5","1","Lack of benefits","1"
"E003910","G.Sarathchandra","46","Female","Married","Yes","Software Architecturer","Planning","1979-05-30","2009-07-04","30","80400.0","2760","5747","Hazard Management System","11","37.599","1","1","2","Lack of benefits","1"
"E003911","I.J.Z.Mendis","39","Male","Single","No","Junior Business Analyst","Financial","1993-09-09","2013-04-24","20","22500.0","334","4771","Interplan","16","55.262","1","0","0","","0"
"E003912","F.D.De Silva","31","Female","Single","No","","","1973-09-03","2014-03-03","41","0.0","0","1575","Trico","5","42.461","0","0","3","Travelling Problem","1"
"E003913","Z.F.F.W.Kapugedara","48","Female","Single","Yes","Software Architecturer","Planning","1993-07-03","1994-02-28","1","80400.0","10309","9160","Claim Administration System Migration","0","33.867","2","0","3","Travelling Problem","1"
"E003914","A.N.Y.K.De Vaas","26","Female","Single","No","IT","IT","1977-04-30","2012-04-10","35","20500.0","538","2409","Budget Management Centre","1","56.475","0","0","4","Travelling Problem","1"
"E003915","K.P.Perera","31","Female","Married","Yes","IT App Man","IT","1978-01-28","1979-01-16","1","53000.0","4282","7357","CAT Migration","12","15.147","4","1","3","Lack of benefits","1"
"E003916","V.Silva","39","Female","Single","No","Software Engineering Intern","Software","1988-01-13","2006-08-02","18","26700.0","389","2700","Covance","0","31.47","1","0","3","Travelling Problem","1"
"E003917","U.R.George","46","Female","Married","No","Developer Intern","Software","1984-04-14","2004-04-10","20","27600.0","368","7723","Claim Administration System Migration","14","79.267","1","0","5","Travelling Problem","1"
"E003918","C.Q.Samarasinghe","27","Female","Single","No","","","1985-10-24","1996-06-07","11","0.0","0","2071","Claim Administration System Migration","12","84.942","1","0","4","Travelling Problem","1"
"E003919","V.P.Perera","47","Male","Married","Yes","Tech Lead","Software","1982-05-25","1987-01-09","5","75000.0","5491","3197","Claim Administration System Migration","15","5.853","2","0","1","","0"
"E003920","I.S.K.Karunarathna","31","Female","Single","No","Junior Designer","Software","2004-06-06","2006-01-13","2","30600.0","557","3585","Ethna","11","90.994","0","0","3","Travelling Problem","1"
"E003921","E.C.F.L.Motha","28","Female","Married","No","Sales Executive","Financial","2000-05-12","2007-08-11","7","31500.0","758","2547","Ethna","5","22.041","4","5","1","Lack of benefits","1"
"E003922","P.Nanadasiri","23","Male","Single","No","IT Trainee","IT","1976-01-24","1997-06-23","21","20500.0","277","6548","Hazard Management System","16","21.404","0","0","2","Left the country","1"
"E003923","G.F.B.G.De Souza","40","Female","Single","Yes","","","1995-09-18","2011-05-24","16","0.0","0","3454","Trico","8","7.164","1","0","2","Personal Reason","1"
"E003924","R.W.Rayen","32","Female","Single","No","Software Engineering Intern","Software","2001-03-02","2006-12-23","5","26700.0","538","1115","Telemar","2","33.132","1","0","5","Travelling Problem","1"
"E003925","Q.R.H.O.De Vaas","35","Female","Single","Yes","IT Manager","IT","1997-09-19","2005-06-15","8","73500.0","6136","5264","Covance","9","40.205","1","0","3","Travelling Problem","1"
"E003926","Z.K.Kodithuwakku","38","Female","Single","Yes","Finance Manager","Financial","1993-03-23","1994-01-19","1","120700.0","13892","5812","CAT Migration","11","74.005","2","0","5","Travelling Problem","1"
"E003927","L.L.Kodithuwakku","43","Female","Single","No","Junior Designer","Software","1975-10-17","1991-07-15","16","30600.0","571","9682","New York Life","0","10.196","1","0","5","Travelling Problem","1"
"E003928","S.P.W.F.Rodrigo","39","Female","Single","Yes","Software Architecturer","Planning","1988-07-12","2002-01-04","14","80400.0","10168","5593","Covance","0","73.806","0","0","5","Travelling Problem","1"
"E003929","I.C.Q.J.O.Arafat","25","Male","Single","No","","","2005-04-01","2007-04-27","2","0.0","0","7869","Btaf","10","74.502","2","0","1","Higher Education","1"
"E003930","V.F.Darwin","42","Female","Married","No","IT","IT","1995-07-15","1997-07-08","2","20500.0","485","6929","Ethna","13","82.711","5","0","2","Lack of benefits","1"
"E003931","V.V.M.O.Senarathna","40","Female","Married","No","IT","IT","1980-01-15","2013-01-18","33","20500.0","418","1008","Ethna","17","22.141","2","5","1","Lack of benefits","1"
"E003932","K.A.W.Kodithuwakku","37","Female","Single","No","Software Tester","Software","1996-10-21","2000-06-18","4","20500.0","394","9846","Hazard Management System","2","9.242","0","0","2","","0"
"E003933","J.Soris","24","Female","Single","No","Software Engineering Intern","Software","1983-01-03","1993-04-24","10","26700.0","336","6956","Hazard Management System","2","54.977","0","0","5","Travelling Problem","1"
"E003934","Q.Jayawardena","46","Female","Married","Yes","IT App Man","IT","1976-06-14","2010-05-13","34","53000.0","1396","2936","Budget Management Centre","15","89.959","4","4","1","Lack of benefits","1"
"E003935","I.Anand","29","Female","Single","Yes","Software Engineer","IT","1988-08-19","2014-03-09","26","88550.0","8168","7445","Incident Management System","8","17.522","2","0","4","Travelling Problem","1"
"E003936","Y.I.M.A.Gunawardene","43","Female","Single","No","Junior Business Analyst","Financial","1980-04-07","2011-03-01","31","22500.0","262","6579","Covance","14","7.015","0","0","3","","0"
"E003937","Z.N.A.Karunasena","40","Female","Single","No","Software Engineering Intern","Software","1994-01-24","1998-06-25","4","26700.0","352","1449","Telemar","4","50.304","0","0","4","Travelling Problem","1"
"E003938","X.I.Abdulla","48","Female","Single","No","IT","IT","1988-06-17","2012-01-03","24","20500.0","347","6545","Budget Management Centre","9","67.471","2","0","4","Travelling Problem","1"
"E003939","Y.Karunarathna","32","Female","Single","No","Sales Executive","Financial","1995-10-07","1999-08-28","4","31500.0","661","1440","CAT Migration","19","70.412","2","0","4","Travelling Problem","1"
"E003940","R.Senanayake","44","Female","Single","Yes","IT Manager","IT","1997-02-27","2004-12-23","7","73500.0","3596","5538","Ethna","11","96.27","1","0","5","Travelling Problem","1"
"E003941","M.X.C.Hettiarachchi","50","Female","Married","No","Junior Business Analyst","Financial","1994-03-21","2001-01-13","7","22500.0","238","7314","Budget Management Centre","0","53.517","5","2","3","Lack of benefits","1"
"E003942","K.F.U.Sarathchandra","44","Female","Single","Yes","Senior Business Analyst","Financial","1995-03-31","2007-01-01","12","72300.0","8634","4483","Covance","10","50.628","0","0","4","Travelling Problem","1"
"E003943","C.R.Darwin","39","Male","Married","Yes","System Analyst","Planning","1988-08-25","2007-08-02","19","91250.0","15525","9688","Incident Management System","13","1.991","0","2","0","","0"
"E003944","H.Soris","38","Male","Single","Yes","Finance Manager","Financial","1986-02-13","1994-04-27","8","120700.0","13044","3891","Claim Administration System Migration","2","78.304","0","0","3","","0"
"E003945","H.S.S.Jayasuriya","21","Male","Single","Yes","Senior Designer","Software","1990-01-26","2003-07-20","13","67600.0","2262","7289","Telemar","2","9.908","2","0","2","","0"
"E003946","Y.N.V.F.Senarathna","33","Female","Single","No","Junior Business Analyst","Financial","2003-05-18","2010-06-03","7","22500.0","386","8547","Ethna","16","34.951","1","0","3","Travelling Problem","1"
"E003947","J.Pathirana","50","Female","Married","Yes","Accountant","Financial","1984-04-17","1996-08-20","12","90700.0","9475","6752","Trico","2","59.322","1","1","1","Lack of benefits","1"
"E003948","Y.H.De Silva","42","Male","Single","No","Developer Intern","Software","1991-06-17","1999-12-17","8","27600.0","406","8913","New York Life","6","72.329","2","0","2","","0"
"E003949","N.Rayen","44","Male","Married","No","Software Tester","Software","2003-04-19","2008-01-11","5","20500.0","324","5010","CAT Migration","5","48.861","0","1","1","Personal Reason","1"
"E003950","X.Darwin","48","Female","Married","No","","","1998-06-14","2009-06-28","11","0.0","0","5449","Telemar","20","30.811","5","4","2","Lack of benefits","1"
"E003951","P.Q.F.Karunasena","26","Female","Single","Yes","Senior Business Analyst","Financial","1971-10-30","1982-04-17","11","72300.0","3195","3199","Budget Management Centre","17","33.723","2","0","3","Travelling Problem","1"
"E003952","C.Zoysa","40","Male","Single","No","IT Officer - Intern","IT","1988-03-24","1989-03-14","1","25400.0","329","8022","Incident Management System","17","64.351","0","0","0","","0"
"E003953","H.Perera","35","Female","Single","No","Junior Designer","Software","1978-09-08","1994-12-31","16","30600.0","564","5594","Interplan","19","41.613","1","0","4","Travelling Problem","1"
"E003954","A.I.Motha","24","Female","Single","No","Software Tester","Software","1980-03-19","2000-06-12","20","20500.0","393","5264","Ethna","4","86.23","1","0","3","Travelling Problem","1"
"E003955","C.Mendis","25","Female","Single","Yes","Tech Lead","Software","1983-05-29","1993-06-30","10","75000.0","4466","3751","CAT Migration","20","20.043","1","0","5","Travelling Problem","1"
"E003956","X.W.Mendis","39","Male","Single","No","IT","IT","2003-01-24","2011-10-12","8","20500.0","558","4143","Interplan","12","80.882","2","0","0","","0"
"E003957","E.K.N.W.Samarasinghe","40","Female","Married","No","Software Engineering Intern","Software","1981-08-19","1999-08-13","18","26700.0","340","1825","CAT Migration","9","69.702","1","1","2","Lack of benefits","1"
"E003958","E.E.C.E.Kapugedara","39","Female","Married","No","Developer Intern","Software","1997-08-22","2014-09-22","17","27600.0","438","9660","Btaf","1","96.597","4","5","3","Lack of benefits","1"
"E003959","R.Y.Samarasinghe","40","Female","Single","No","Junior Designer","Software","1987-04-14","2013-06-30","26","30600.0","457","2987","Trico","6","6.897","0","0","2","","0"
"E003960","Q.L.Y.Sarathchandra","36","Female","Single","Yes","Assistant Accountant","Financial","2009-09-16","2014-05-06","5","67500.0","3319","5181","Risk Management System","11","30.912","1","0","4","Travelling Problem","1"
"E003961","Y.X.E.C.Senanayake","20","Male","Single","No","Sales Executive","Financial","2005-01-15","2012-09-16","7","31500.0","609","9327","Risk Management System","18","22.419","2","0","3","","0"
"E003962","N.I.H.F.M.Kapugedara","39","Female","Single","Yes","Software Engineer","IT","1971-02-20","1994-07-10","23","88550.0","11128","2342","Trico","12","20.101","2","0","5","Travelling Problem","1"
"E003963","G.R.X.Senanayake","36","Male","Single","Yes","HR Manager","HR","1975-04-19","1986-04-06","11","58700.0","1189","8809","CAT Migration","0","79.564","0","0","2","","0"
"E003964","X.F.W.Madasekera","22","Female","Married","No","Software Tester","Software","1978-12-05","2013-05-19","35","20500.0","372","1145","New York Life","20","83.4","2","0","3","","0"
"E003965","Q.L.D.S.J.Musammil","49","Female","Single","Yes","System Analyst","Planning","1990-07-11","1996-11-22","6","91250.0","7328","7876","Claim Administration System Migration","1","5.949","0","0","2","","0"
"E003966","U.M.Madasekera","47","Female","Married","No","Sales Executive","Financial","1989-01-26","1991-08-28","2","31500.0","568","7074","Trico","1","33.259","5","2","3","Lack of benefits","1"
"E003967","V.V.O.W.Darwin","21","Female","Single","Yes","Senior Designer","Software","1996-03-11","2010-06-13","14","67600.0","4990","7814","Hazard Management System","10","72.631","2","0","8","Personal Reason","1"
"E003968","O.A.E.U.Seram","22","Male","Single","Yes","Senior Designer","Software","1976-07-04","2007-09-25","31","67600.0","1231","9009","Incident Management System","3","48.206","2","0","8","Personal Reason","1"
"E003969","F.J.Q.B.Sarathchandra","43","Female","Single","No","Software Tester","Software","1979-08-08","2000-02-16","21","20500.0","484","4629","Ethna","17","76.933","0","0","3","Travelling Problem","1"
"E003970","R.L.E.L.Motha","24","Female","Single","No","Sales Executive","Financial","2003-01-21","2013-11-30","10","31500.0","633","5761","Incident Management System","14","42.047","0","0","3","Travelling Problem","1"
"E003971","K.O.Wickramasinghe","45","Female","Single","No","IT Trainee","IT","1997-12-25","2014-07-01","17","20500.0","311","1173","New York Life","20","90.025","1","0","4","Travelling Problem","1"
"E003972","R.S.J.Viswanathan","22","Female","Single","No","Sales Executive","Financial","1983-07-14","1986-02-04","3","31500.0","757","7234","Budget Management Centre","11","53.346","2","0","1","Personal Reason","1"
"E003973","C.D.Q.F.Soertsz","40","Female","Single","Yes","Senior Business Analyst","Financial","2010-04-30","2011-09-11","1","72300.0","2506","7931","Claim Administration System Migration","11","19.124","0","0","3","Travelling Problem","1"
"E003974","X.Fernando","24","Male","Single","Yes","System Admin","IT","1995-10-11","2014-04-26","19","58700.0","6505","8481","Risk Management System","2","30.615","1","0","3","Personal Reason","1"
"E003975","K.I.Q.Mendis","23","Female","Single","Yes","Software Engineer","IT","1974-04-02","1999-11-20","25","88550.0","9126","6360","Risk Management System","5","90.759","1","0","0","","0"
"E003976","X.Q.D.Jayasuriya","49","Male","Married","No","IT Trainee","IT","1979-11-04","1987-02-06","8","20500.0","227","3366","Budget Management Centre","13","31.412","1","4","2","","0"
"E003977","X.Z.O.U.Jayawardena","43","Female","Single","No","Software Tester","Software","1984-02-19","2007-10-28","23","20500.0","406","5400","Hazard Management System","3","4.227","0","0","3","Personal Reason","1"
"E003978","D.L.George","30","Female","Married","No","Sales Executive","Financial","2001-12-14","2005-06-10","4","31500.0","735","8703","Risk Management System","9","33.683","5","3","1","Lack of benefits","1"
"E003979","W.B.U.Sarathchandra","48","Female","Single","No","","","1999-04-24","2007-01-21","8","0.0","0","3058","Ethna","19","68.642","0","0","3","Travelling Problem","1"
"E003980","R.Zoysa","43","Male","Married","No","Software Tester","Software","1995-02-01","2000-07-11","5","20500.0","245","3796","Ethna","0","75.112","5","4","6","Personal Reason","1"
"E003981","I.Soris","49","Female","Single","No","IT Officer - Intern","IT","1972-12-15","2012-12-09","40","25400.0","324","9754","Claim Administration System Migration","5","53.434","1","0","5","Travelling Problem","1"
"E003982","A.O.Gunawardene","20","Female","Married","No","Software Engineering Intern","Software","2006-06-24","2007-02-18","1","26700.0","478","1546","Incident Management System","7","63.643","3","3","2","","0"
"E003983","Q.C.X.Wijepala","30","Female","Married","Yes","Senior Designer","Software","2010-02-11","2014-02-28","4","67600.0","2490","4552","Hazard Management System","1","47.717","1","0","4","Travelling Problem","1"
"E003984","N.Seram","45","Male","Married","Yes","","","1996-10-06","2005-03-16","9","0.0","0","4920","Ethna","3","34.714","2","0","1","","0"
"E003985","X.L.Musammil","36","Female","Married","Yes","System Admin","IT","1982-12-28","1999-04-15","17","58700.0","3729","4022","Incident Management System","8","21.787","4","2","1","Lack of benefits","1"
"E003986","I.K.S.Soris","46","Female","Single","Yes","Software Architecturer","Planning","1975-06-03","2008-01-05","33","80400.0","2246","3628","Risk Management System","2","94.435","1","0","4","Travelling Problem","1"
"E003987","D.George","22","Male","Single","Yes","IT Manager","IT","2002-05-27","2003-01-12","1","73500.0","2346","1294","Ethna","19","91.929","0","0","8","Personal Reason","1"
"E003988","J.Senarathna","46","Female","Single","No","Junior Designer","Software","2006-04-12","2009-10-25","3","30600.0","614","1638","Trico","17","85.892","1","0","4","Travelling Problem","1"
"E003989","K.Q.Karunarathna","43","Male","Married","Yes","IT App Man","IT","1987-09-27","2000-08-03","13","53000.0","1680","5533","Hazard Management System","16","13.485","3","4","2","Personal Reason","1"
"E003990","Q.Senanayake","29","Female","Single","Yes","Finance Manager","Financial","1979-08-25","2008-01-25","29","120700.0","21164","3347","Claim Administration System Migration","3","39.392","0","0","4","Travelling Problem","1"
"E003991","G.X.Q.Darwin","26","Male","Married","No","Junior Designer","Software","1971-01-18","1972-04-28","1","30600.0","591","9826","Telemar","13","45.368","2","4","3","","0"
"E003992","I.Z.Sarathchandra","42","Female","Married","No","IT","IT","1988-09-28","1991-09-08","3","20500.0","456","6755","Trico","17","64.18","4","0","1","Lack of benefits","1"
"E003993","Y.V.J.Y.Darwin","25","Male","Single","No","IT","IT","1972-01-12","2000-06-22","28","20500.0","562","7913","Telemar","18","27.437","0","0","1","Left the country","1"
"E003994","I.Karunarathna","27","Male","Single","No","Developer Intern","Software","2007-10-08","2014-09-08","7","27600.0","526","1744","Ethna","11","10.573","1","0","3","","0"
"E003995","Q.Kapugedara","31","Male","Single","Yes","Finance Manager","Financial","2001-12-01","2011-12-05","10","120700.0","22300","1348","Budget Management Centre","9","70.026","2","0","1","","0"
"E003996","X.F.Q.Soris","26","Male","Single","No","IT Officer - Intern","IT","2008-03-05","2010-08-28","2","25400.0","336","4190","Covance","10","72.766","2","0","3","","0"
"E003997","T.N.Kapukotuwa","32","Female","Single","Yes","Accountant","Financial","1977-01-07","1997-05-04","20","90700.0","10891","6402","New York Life","8","46.355","0","0","4","Travelling Problem","1"
"E003998","E.G.Y.Kodithuwakku","26","Female","Single","No","Junior Designer","Software","1990-09-06","2013-06-22","23","30600.0","651","5482","Budget Management Centre","15","11.217","2","0","4","Travelling Problem","1"
"E003999","W.Z.Kodithuwakku","42","Female","Single","No","Software Engineering Intern","Software","1981-07-25","1982-03-02","1","26700.0","542","7427","Hazard Management System","0","51.162","0","0","5","Travelling Problem","1"
"E004000","Y.D.Gunarathna","32","Female","Single","No","IT Officer - Intern","IT","2010-04-12","2013-04-23","3","25400.0","337","2291","New York Life","2","74.121","0","0","5","Travelling Problem","1"
"E004001","F.M.Senarathna","30","Female","Single","Yes","Finance Manager","Financial","1989-10-25","2012-07-26","23","120700.0","7177","1956","Trico","9","8.515","1","0","2","","0"
"E004002","K.V.Karunasena","22","Male","Single","Yes","IT App Man","IT","2000-01-03","2006-01-25","6","53000.0","4719","3821","Covance","18","61.445","2","0","2","","0"
"E004003","N.F.J.P.T.Jayawardena","26","Male","Married","No","Software Engineering Intern","Software","1977-01-02","1987-08-11","10","26700.0","343","3247","CAT Migration","6","31.433","0","1","6","Personal Reason","1"
"E004004","G.F.H.Fernando","20","Female","Single","Yes","Tech Lead","Software","1992-12-30","2004-05-29","12","75000.0","1475","2020","Claim Administration System Migration","5","12.394","2","0","8","Personal Reason","1"
"E004005","B.Anand","20","Female","Married","Yes","Software Architecturer","Planning","1975-01-01","1995-05-14","20","80400.0","4915","9893","Ethna","16","17.742","4","1","2","","0"
"E004006","T.S.Bandaranayake","50","Male","Single","Yes","IT App Man","IT","1995-03-20","2012-01-24","17","53000.0","3417","4207","Incident Management System","13","53.466","2","0","2","","0"
"E004007","U.Mendis","44","Male","Single","No","","","1980-06-18","1982-01-06","2","0.0","0","6445","Incident Management System","11","9.983","1","0","3","","0"
"E004008","A.A.N.Madasekera","29","Male","Single","No","","","1991-04-06","2007-10-26","16","0.0","0","3776","Hazard Management System","19","84.166","0","0","5","Higher Education","1"
"E004009","H.Wijepala","21","Female","Single","No","Developer Intern","Software","1979-04-28","1993-11-08","14","27600.0","560","8411","Btaf","0","45.708","2","0","3","","0"
"E004010","B.Wickramasinghe","37","Male","Married","No","Junior Business Analyst","Financial","2007-07-07","2011-01-26","4","22500.0","364","8144","Ethna","3","17.84","5","4","8","Personal Reason","1"
"E004011","U.X.J.George","29","Female","Single","No","","","1989-06-21","2014-09-19","25","0.0","0","6227","Budget Management Centre","2","68.85","2","0","4","Travelling Problem","1"
"E004012","Y.V.W.B.Premasiri","40","Female","Single","Yes","Senior Designer","Software","2006-08-04","2009-09-25","3","67600.0","1027","8441","Hazard Management System","10","26.447","0","0","5","Travelling Problem","1"
"E004013","U.R.D.K.Karunarathna","29","Female","Single","No","Junior Business Analyst","Financial","2010-10-11","2012-08-05","2","22500.0","389","4017","Claim Administration System Migration","3","19.898","2","0","3","Travelling Problem","1"
"E004014","J.Nanadasiri","42","Female","Single","No","Software Engineering Intern","Software","1990-02-17","2014-09-25","24","26700.0","520","2743","CAT Migration","14","79.062","0","0","5","Travelling Problem","1"
"E004015","E.Sirisena","28","Male","Single","No","IT Trainee","IT","1999-05-21","2006-09-25","7","20500.0","377","2486","Telemar","18","98.178","0","0","2","Left the country","1"
"E004016","E.Premasiri","46","Female","Married","Yes","Accountant","Financial","1993-09-02","2005-02-27","12","90700.0","6208","1813","Trico","19","60.051","5","1","3","Lack of benefits","1"
"E004017","Z.Y.Seram","39","Male","Married","Yes","Senior Designer","Software","1981-09-13","1994-06-16","13","67600.0","2890","9776","Hazard Management System","4","48.245","3","5","1","Personal Reason","1"
"E004018","J.Gunawardene","42","Female","Married","No","Software Engineering Intern","Software","1992-01-21","2008-01-27","16","26700.0","471","3885","Incident Management System","8","6.143","4","2","3","Lack of benefits","1"
"E004019","N.E.Soris","26","Female","Married","Yes","Finance Manager","Financial","1978-03-27","1980-10-24","2","120700.0","8424","4080","Budget Management Centre","11","26.337","4","4","1","Lack of benefits","1"
"E004020","L.I.Samarasinghe","43","Male","Single","No","Software Tester","Software","1983-11-22","2009-09-08","26","20500.0","310","4486","Telemar","0","69.081","1","0","2","","0"
"E004021","N.H.T.Seram","26","Female","Single","Yes","Finance Manager","Financial","2001-04-14","2008-07-19","7","120700.0","14733","7154","Ethna","0","62.302","2","0","3","Travelling Problem","1"
"E004022","T.Samararathna","26","Male","Single","No","Junior Designer","Software","1970-08-17","1973-10-12","3","30600.0","675","4099","Budget Management Centre","6","11.96","0","0","7","Personal Reason","1"
"E004023","J.D.P.Soris","40","Female","Single","Yes","","","1988-10-18","2006-10-09","18","0.0","0","7726","Btaf","18","61.347","2","0","4","Travelling Problem","1"
"E004024","D.B.B.V.George","27","Female","Married","No","Sales Executive","Financial","1986-08-31","2001-03-02","15","31500.0","535","5699","Budget Management Centre","16","74.788","2","3","1","Lack of benefits","1"
